"file_name" "n_taxa" "n_sites"
"2790" "busco.23336at7399.faa.phy" 29 370
"2791" "busco.23339at7399.faa.phy" 30 249
"2792" "busco.23341at7399.faa.phy" 28 251
"2793" "busco.23343at7399.faa.phy" 32 545
"2794" "busco.23345at7399.faa.phy" 32 712
"2795" "busco.23355at7399.faa.phy" 27 1417
"2796" "busco.23369at7399.faa.phy" 35 287
"2797" "busco.2336at7399.faa.phy" 11 1327
"2798" "busco.23374at7399.faa.phy" 29 280
"2799" "busco.23376at7399.faa.phy" 32 304
"2800" "busco.23381at7399.faa.phy" 30 303
"2801" "busco.23382at7399.faa.phy" 19 280
"2802" "busco.23385at7399.faa.phy" 24 308
"2803" "busco.23386at7399.faa.phy" 17 317
"2804" "busco.23389at7399.faa.phy" 28 269
"2805" "busco.233at7399.faa.phy" 24 3519
"2806" "busco.23404at7399.faa.phy" 20 929
"2807" "busco.23409at7399.faa.phy" 32 325
"2808" "busco.23410at7399.faa.phy" 21 308
"2809" "busco.23411at7399.faa.phy" 31 358
"2810" "busco.23415at7399.faa.phy" 27 1787
"2811" "busco.23423at7399.faa.phy" 31 374
"2812" "busco.23430at7399.faa.phy" 32 805
"2813" "busco.23435at7399.faa.phy" 30 297
"2814" "busco.23444at7399.faa.phy" 28 406
"2815" "busco.23456at7399.faa.phy" 28 277
"2816" "busco.23458at7399.faa.phy" 25 394
"2817" "busco.2345at7399.faa.phy" 30 1676
"2818" "busco.23463at7399.faa.phy" 20 254
"2819" "busco.23467at7399.faa.phy" 30 269
"2820" "busco.2346at7399.faa.phy" 24 1691
"2821" "busco.23472at7399.faa.phy" 34 307
"2822" "busco.23473at7399.faa.phy" 30 344
"2823" "busco.23474at7399.faa.phy" 35 364
"2824" "busco.23480at7399.faa.phy" 34 599
"2825" "busco.23483at7399.faa.phy" 27 334
"2826" "busco.23493at7399.faa.phy" 34 272
"2827" "busco.23495at7399.faa.phy" 34 271
"2828" "busco.23496at7399.faa.phy" 34 286
"2829" "busco.23499at7399.faa.phy" 35 254
"2830" "busco.23500at7399.faa.phy" 23 288
"2831" "busco.23502at7399.faa.phy" 11 271
"2832" "busco.2350at7399.faa.phy" 26 1347
"2833" "busco.23519at7399.faa.phy" 33 477
"2834" "busco.23534at7399.faa.phy" 19 276
"2835" "busco.2353at7399.faa.phy" 29 2867
"2836" "busco.23545at7399.faa.phy" 22 523
"2837" "busco.23553at7399.faa.phy" 27 200
"2838" "busco.23555at7399.faa.phy" 21 249
"2839" "busco.23559at7399.faa.phy" 36 1323
"2840" "busco.23568at7399.faa.phy" 26 384
"2841" "busco.23570at7399.faa.phy" 25 370
"2842" "busco.23576at7399.faa.phy" 29 682
"2843" "busco.23578at7399.faa.phy" 29 249
"2844" "busco.23581at7399.faa.phy" 23 321
"2845" "busco.23586at7399.faa.phy" 27 367
"2846" "busco.23587at7399.faa.phy" 30 1593
"2847" "busco.23589at7399.faa.phy" 12 321
"2848" "busco.23593at7399.faa.phy" 29 343
"2849" "busco.23594at7399.faa.phy" 25 269
"2850" "busco.23598at7399.faa.phy" 31 764
"2851" "busco.23600at7399.faa.phy" 32 311
"2852" "busco.23601at7399.faa.phy" 18 373
"2853" "busco.23618at7399.faa.phy" 17 1283
"2854" "busco.23621at7399.faa.phy" 32 229
"2855" "busco.23625at7399.faa.phy" 24 353
"2856" "busco.23632at7399.faa.phy" 31 384
"2857" "busco.23638at7399.faa.phy" 31 635
"2858" "busco.2363at7399.faa.phy" 21 1744
"2859" "busco.23644at7399.faa.phy" 24 218
"2860" "busco.23646at7399.faa.phy" 32 287
"2861" "busco.23648at7399.faa.phy" 25 366
"2862" "busco.23650at7399.faa.phy" 33 247
"2863" "busco.23653at7399.faa.phy" 17 246
"2864" "busco.23657at7399.faa.phy" 30 283
"2865" "busco.23663at7399.faa.phy" 34 520
"2866" "busco.2367at7399.faa.phy" 7 1499
"2867" "busco.23680at7399.faa.phy" 31 267
"2868" "busco.23681at7399.faa.phy" 32 544
"2869" "busco.23689at7399.faa.phy" 29 365
"2870" "busco.23691at7399.faa.phy" 26 350
"2871" "busco.23697at7399.faa.phy" 10 375
"2872" "busco.23705at7399.faa.phy" 26 716
"2873" "busco.2370at7399.faa.phy" 17 1121
"2874" "busco.23716at7399.faa.phy" 21 194
"2875" "busco.23720at7399.faa.phy" 34 351
"2876" "busco.23721at7399.faa.phy" 33 222
"2877" "busco.23728at7399.faa.phy" 36 584
"2878" "busco.23731at7399.faa.phy" 28 290
"2879" "busco.23738at7399.faa.phy" 18 319
"2880" "busco.2373at7399.faa.phy" 27 1548
"2881" "busco.2374at7399.faa.phy" 30 1230
"2882" "busco.23757at7399.faa.phy" 26 304
"2883" "busco.23758at7399.faa.phy" 27 602
"2884" "busco.23768at7399.faa.phy" 31 339
"2885" "busco.23769at7399.faa.phy" 31 279
"2886" "busco.23771at7399.faa.phy" 12 202
"2887" "busco.2377at7399.faa.phy" 28 1296
"2888" "busco.23780at7399.faa.phy" 32 254
"2889" "busco.23790at7399.faa.phy" 36 261
"2890" "busco.23793at7399.faa.phy" 30 315
"2891" "busco.23821at7399.faa.phy" 31 213
"2892" "busco.23823at7399.faa.phy" 32 295
"2893" "busco.23826at7399.faa.phy" 30 265
"2894" "busco.23830at7399.faa.phy" 16 244
"2895" "busco.23843at7399.faa.phy" 21 862
"2896" "busco.23845at7399.faa.phy" 21 201
"2897" "busco.23853at7399.faa.phy" 28 226
"2898" "busco.23856at7399.faa.phy" 22 256
"2899" "busco.23857at7399.faa.phy" 31 316
"2900" "busco.23858at7399.faa.phy" 26 499
"2901" "busco.23865at7399.faa.phy" 34 431
"2902" "busco.23875at7399.faa.phy" 35 186
"2903" "busco.23878at7399.faa.phy" 30 517
"2904" "busco.2387at7399.faa.phy" 28 1871
"2905" "busco.23882at7399.faa.phy" 29 1067
"2906" "busco.23883at7399.faa.phy" 28 441
"2907" "busco.23886at7399.faa.phy" 24 2268
"2908" "busco.2388at7399.faa.phy" 27 1731
"2909" "busco.23897at7399.faa.phy" 28 241
"2910" "busco.23898at7399.faa.phy" 31 268
"2911" "busco.23901at7399.faa.phy" 25 396
"2912" "busco.23904at7399.faa.phy" 33 333
"2913" "busco.23905at7399.faa.phy" 12 394
"2914" "busco.23911at7399.faa.phy" 29 491
"2915" "busco.23913at7399.faa.phy" 21 807
"2916" "busco.23917at7399.faa.phy" 28 238
"2917" "busco.23918at7399.faa.phy" 15 229
"2918" "busco.23925at7399.faa.phy" 30 225
"2919" "busco.23928at7399.faa.phy" 5 247
"2920" "busco.23932at7399.faa.phy" 22 259
"2921" "busco.23934at7399.faa.phy" 29 257
"2922" "busco.2393at7399.faa.phy" 23 1826
"2923" "busco.23940at7399.faa.phy" 29 428
"2924" "busco.23949at7399.faa.phy" 19 482
"2925" "busco.23958at7399.faa.phy" 20 286
"2926" "busco.23963at7399.faa.phy" 6 311
"2927" "busco.2397at7399.faa.phy" 16 2832
"2928" "busco.23982at7399.faa.phy" 18 1071
"2929" "busco.23985at7399.faa.phy" 24 213
"2930" "busco.23994at7399.faa.phy" 26 285
"2931" "busco.23996at7399.faa.phy" 27 291
"2932" "busco.239at7399.faa.phy" 33 2912
"2933" "busco.24000at7399.faa.phy" 31 265
"2934" "busco.24004at7399.faa.phy" 30 353
"2935" "busco.24005at7399.faa.phy" 29 313
"2936" "busco.24012at7399.faa.phy" 25 397
"2937" "busco.24032at7399.faa.phy" 34 296
"2938" "busco.24039at7399.faa.phy" 34 416
"2939" "busco.24040at7399.faa.phy" 33 343
"2940" "busco.24044at7399.faa.phy" 30 1577
"2941" "busco.24048at7399.faa.phy" 18 457
"2942" "busco.24053at7399.faa.phy" 27 231
"2943" "busco.24055at7399.faa.phy" 35 214
"2944" "busco.24089at7399.faa.phy" 27 567
"2945" "busco.2408at7399.faa.phy" 25 1976
"2946" "busco.24111at7399.faa.phy" 24 886
"2947" "busco.24115at7399.faa.phy" 34 531
"2948" "busco.24119at7399.faa.phy" 32 364
"2949" "busco.24122at7399.faa.phy" 23 771
"2950" "busco.24124at7399.faa.phy" 28 536
"2951" "busco.24126at7399.faa.phy" 32 608
"2952" "busco.2412at7399.faa.phy" 23 1407
"2953" "busco.24135at7399.faa.phy" 30 232
"2954" "busco.24137at7399.faa.phy" 16 2032
"2955" "busco.24140at7399.faa.phy" 27 320
"2956" "busco.24149at7399.faa.phy" 26 303
"2957" "busco.2414at7399.faa.phy" 34 1413
"2958" "busco.24155at7399.faa.phy" 34 2524
"2959" "busco.24157at7399.faa.phy" 30 271
"2960" "busco.24158at7399.faa.phy" 35 269
"2961" "busco.24160at7399.faa.phy" 30 356
"2962" "busco.24166at7399.faa.phy" 35 253
"2963" "busco.24172at7399.faa.phy" 21 456
"2964" "busco.24184at7399.faa.phy" 36 222
"2965" "busco.24186at7399.faa.phy" 35 610
"2966" "busco.24193at7399.faa.phy" 16 1007
"2967" "busco.24196at7399.faa.phy" 35 273
"2968" "busco.2419at7399.faa.phy" 26 1945
"2969" "busco.241at7399.faa.phy" 21 4487
"2970" "busco.24200at7399.faa.phy" 29 302
"2971" "busco.24204at7399.faa.phy" 30 344
"2972" "busco.24231at7399.faa.phy" 30 213
"2973" "busco.24232at7399.faa.phy" 35 399
"2974" "busco.24233at7399.faa.phy" 18 374
"2975" "busco.2423at7399.faa.phy" 12 1425
"2976" "busco.24242at7399.faa.phy" 25 305
"2977" "busco.24249at7399.faa.phy" 33 633
"2978" "busco.2424at7399.faa.phy" 23 2207
"2979" "busco.24252at7399.faa.phy" 32 318
"2980" "busco.24254at7399.faa.phy" 19 462
"2981" "busco.24255at7399.faa.phy" 33 1143
"2982" "busco.24257at7399.faa.phy" 16 463
"2983" "busco.24267at7399.faa.phy" 33 430
"2984" "busco.24277at7399.faa.phy" 34 699
"2985" "busco.24279at7399.faa.phy" 27 346
"2986" "busco.2427at7399.faa.phy" 24 15194
"2987" "busco.24280at7399.faa.phy" 24 830
"2988" "busco.2428at7399.faa.phy" 26 1112
"2989" "busco.24290at7399.faa.phy" 19 182
"2990" "busco.24298at7399.faa.phy" 28 693
"2991" "busco.24300at7399.faa.phy" 24 282
"2992" "busco.24304at7399.faa.phy" 31 239
"2993" "busco.2430at7399.faa.phy" 24 1194
"2994" "busco.24310at7399.faa.phy" 29 375
"2995" "busco.24325at7399.faa.phy" 26 2261
"2996" "busco.24334at7399.faa.phy" 30 289
"2997" "busco.24348at7399.faa.phy" 30 979
"2998" "busco.24355at7399.faa.phy" 17 203
"2999" "busco.24356at7399.faa.phy" 33 434
"3000" "busco.24357at7399.faa.phy" 32 229
"3001" "busco.24359at7399.faa.phy" 17 579
"3002" "busco.2435at7399.faa.phy" 23 2029
"3003" "busco.24369at7399.faa.phy" 21 494
"3004" "busco.2436at7399.faa.phy" 21 1069
"3005" "busco.24370at7399.faa.phy" 28 692
"3006" "busco.24372at7399.faa.phy" 30 397
"3007" "busco.24373at7399.faa.phy" 19 279
"3008" "busco.24374at7399.faa.phy" 31 361
"3009" "busco.24375at7399.faa.phy" 30 1159
"3010" "busco.24378at7399.faa.phy" 25 592
"3011" "busco.24383at7399.faa.phy" 32 309
"3012" "busco.24399at7399.faa.phy" 31 208
"3013" "busco.24401at7399.faa.phy" 37 220
"3014" "busco.24407at7399.faa.phy" 33 239
"3015" "busco.24408at7399.faa.phy" 28 337
"3016" "busco.24410at7399.faa.phy" 22 248
"3017" "busco.2441at7399.faa.phy" 14 1075
"3018" "busco.24426at7399.faa.phy" 16 1005
"3019" "busco.24429at7399.faa.phy" 30 484
"3020" "busco.24434at7399.faa.phy" 28 374
"3021" "busco.24439at7399.faa.phy" 14 865
"3022" "busco.24442at7399.faa.phy" 20 512
"3023" "busco.24446at7399.faa.phy" 30 329
"3024" "busco.2444at7399.faa.phy" 29 2095
"3025" "busco.24455at7399.faa.phy" 34 831
"3026" "busco.24458at7399.faa.phy" 4 284
"3027" "busco.24465at7399.faa.phy" 17 451
"3028" "busco.24476at7399.faa.phy" 17 312
"3029" "busco.24482at7399.faa.phy" 22 317
"3030" "busco.24484at7399.faa.phy" 27 237
"3031" "busco.244at7399.faa.phy" 22 2789
"3032" "busco.24513at7399.faa.phy" 31 196
"3033" "busco.24522at7399.faa.phy" 28 388
"3034" "busco.24528at7399.faa.phy" 30 326
"3035" "busco.24532at7399.faa.phy" 33 353
"3036" "busco.24534at7399.faa.phy" 34 334
"3037" "busco.24535at7399.faa.phy" 27 894
"3038" "busco.24537at7399.faa.phy" 32 367
"3039" "busco.2453at7399.faa.phy" 30 3358
"3040" "busco.24545at7399.faa.phy" 32 257
"3041" "busco.24551at7399.faa.phy" 32 211
"3042" "busco.24553at7399.faa.phy" 30 315
"3043" "busco.24556at7399.faa.phy" 30 371
"3044" "busco.24558at7399.faa.phy" 34 229
"3045" "busco.24560at7399.faa.phy" 33 248
"3046" "busco.24563at7399.faa.phy" 22 291
"3047" "busco.24566at7399.faa.phy" 27 302
"3048" "busco.24569at7399.faa.phy" 35 434
"3049" "busco.24573at7399.faa.phy" 21 1061
"3050" "busco.24589at7399.faa.phy" 18 735
"3051" "busco.2458at7399.faa.phy" 14 1562
"3052" "busco.24597at7399.faa.phy" 27 237
"3053" "busco.24605at7399.faa.phy" 28 210
"3054" "busco.24608at7399.faa.phy" 14 376
"3055" "busco.2460at7399.faa.phy" 25 1466
"3056" "busco.24615at7399.faa.phy" 14 972
"3057" "busco.2461at7399.faa.phy" 6 1145
"3058" "busco.24624at7399.faa.phy" 25 325
"3059" "busco.24627at7399.faa.phy" 34 543
"3060" "busco.2463at7399.faa.phy" 34 7907
"3061" "busco.24645at7399.faa.phy" 27 1829
"3062" "busco.24646at7399.faa.phy" 24 210
"3063" "busco.24648at7399.faa.phy" 30 298
"3064" "busco.24664at7399.faa.phy" 19 235
"3065" "busco.24665at7399.faa.phy" 25 234
"3066" "busco.24666at7399.faa.phy" 30 236
"3067" "busco.24671at7399.faa.phy" 25 207
"3068" "busco.24677at7399.faa.phy" 35 545
"3069" "busco.24686at7399.faa.phy" 36 708
"3070" "busco.24688at7399.faa.phy" 36 291
"3071" "busco.2468at7399.faa.phy" 25 1391
"3072" "busco.24694at7399.faa.phy" 18 409
"3073" "busco.24696at7399.faa.phy" 30 381
"3074" "busco.24701at7399.faa.phy" 28 578
"3075" "busco.24703at7399.faa.phy" 35 756
"3076" "busco.24706at7399.faa.phy" 33 609
"3077" "busco.24710at7399.faa.phy" 31 230
"3078" "busco.24712at7399.faa.phy" 24 255
"3079" "busco.24725at7399.faa.phy" 34 623
"3080" "busco.24729at7399.faa.phy" 33 286
"3081" "busco.24730at7399.faa.phy" 35 317
"3082" "busco.24736at7399.faa.phy" 34 374
"3083" "busco.24738at7399.faa.phy" 16 190
"3084" "busco.2474at7399.faa.phy" 12 1851
"3085" "busco.24758at7399.faa.phy" 26 501
"3086" "busco.2476at7399.faa.phy" 14 2503
"3087" "busco.2477at7399.faa.phy" 25 1649
"3088" "busco.24781at7399.faa.phy" 21 335
"3089" "busco.24783at7399.faa.phy" 23 194
"3090" "busco.24786at7399.faa.phy" 28 201
"3091" "busco.24787at7399.faa.phy" 26 346
"3092" "busco.24788at7399.faa.phy" 36 982
"3093" "busco.24793at7399.faa.phy" 36 264
"3094" "busco.24794at7399.faa.phy" 34 258
"3095" "busco.24795at7399.faa.phy" 22 289
"3096" "busco.2480at7399.faa.phy" 29 2577
"3097" "busco.24813at7399.faa.phy" 34 196
"3098" "busco.24820at7399.faa.phy" 29 282
"3099" "busco.24834at7399.faa.phy" 22 221
"3100" "busco.24835at7399.faa.phy" 21 201
"3101" "busco.24836at7399.faa.phy" 17 268
"3102" "busco.24841at7399.faa.phy" 19 231
"3103" "busco.2484at7399.faa.phy" 30 1828
"3104" "busco.24850at7399.faa.phy" 34 281
"3105" "busco.24865at7399.faa.phy" 14 402
"3106" "busco.24867at7399.faa.phy" 29 1512
"3107" "busco.24871at7399.faa.phy" 19 694
"3108" "busco.24872at7399.faa.phy" 34 681
"3109" "busco.24876at7399.faa.phy" 29 205
"3110" "busco.24877at7399.faa.phy" 23 185
"3111" "busco.24878at7399.faa.phy" 25 302
"3112" "busco.24880at7399.faa.phy" 19 203
"3113" "busco.24886at7399.faa.phy" 37 259
"3114" "busco.2489at7399.faa.phy" 32 1109
"3115" "busco.24900at7399.faa.phy" 34 756
"3116" "busco.24902at7399.faa.phy" 21 1296
"3117" "busco.24904at7399.faa.phy" 37 475
"3118" "busco.24905at7399.faa.phy" 26 322
"3119" "busco.24906at7399.faa.phy" 6 264
"3120" "busco.24913at7399.faa.phy" 31 215
"3121" "busco.2491at7399.faa.phy" 22 2121
"3122" "busco.24923at7399.faa.phy" 37 680
"3123" "busco.24931at7399.faa.phy" 21 186
"3124" "busco.24935at7399.faa.phy" 31 793
"3125" "busco.24941at7399.faa.phy" 33 271
"3126" "busco.24942at7399.faa.phy" 31 239
"3127" "busco.24954at7399.faa.phy" 29 370
"3128" "busco.24963at7399.faa.phy" 22 175
"3129" "busco.24968at7399.faa.phy" 28 299
"3130" "busco.24969at7399.faa.phy" 29 222
"3131" "busco.24970at7399.faa.phy" 23 261
"3132" "busco.24976at7399.faa.phy" 35 389
"3133" "busco.24994at7399.faa.phy" 26 685
"3134" "busco.2499at7399.faa.phy" 22 1898
"3135" "busco.249at7399.faa.phy" 21 3735
"3136" "busco.25000at7399.faa.phy" 32 456
"3137" "busco.25004at7399.faa.phy" 22 455
"3138" "busco.25005at7399.faa.phy" 23 531
"3139" "busco.2500at7399.faa.phy" 24 2177
"3140" "busco.25012at7399.faa.phy" 31 331
"3141" "busco.25016at7399.faa.phy" 33 252
"3142" "busco.25021at7399.faa.phy" 31 222
"3143" "busco.25023at7399.faa.phy" 34 285
"3144" "busco.25027at7399.faa.phy" 30 222
"3145" "busco.25036at7399.faa.phy" 33 263
"3146" "busco.25041at7399.faa.phy" 35 478
"3147" "busco.25042at7399.faa.phy" 29 406
"3148" "busco.2504at7399.faa.phy" 24 1189
"3149" "busco.25052at7399.faa.phy" 17 1711
"3150" "busco.25062at7399.faa.phy" 30 204
"3151" "busco.25073at7399.faa.phy" 26 316
"3152" "busco.25078at7399.faa.phy" 26 310
"3153" "busco.25095at7399.faa.phy" 5 1143
"3154" "busco.25101at7399.faa.phy" 37 201
"3155" "busco.25105at7399.faa.phy" 29 421
"3156" "busco.25109at7399.faa.phy" 26 321
"3157" "busco.25112at7399.faa.phy" 24 331
"3158" "busco.2511at7399.faa.phy" 10 1364
"3159" "busco.25125at7399.faa.phy" 28 222
"3160" "busco.25128at7399.faa.phy" 33 201
"3161" "busco.25129at7399.faa.phy" 34 517
"3162" "busco.25134at7399.faa.phy" 36 226
"3163" "busco.25137at7399.faa.phy" 36 242
"3164" "busco.2513at7399.faa.phy" 26 1359
"3165" "busco.25146at7399.faa.phy" 33 311
"3166" "busco.25161at7399.faa.phy" 30 176
"3167" "busco.25163at7399.faa.phy" 33 353
"3168" "busco.25166at7399.faa.phy" 10 274
"3169" "busco.25167at7399.faa.phy" 9 260
"3170" "busco.25172at7399.faa.phy" 21 246
"3171" "busco.25173at7399.faa.phy" 32 280
"3172" "busco.25185at7399.faa.phy" 33 257
"3173" "busco.25188at7399.faa.phy" 9 179
"3174" "busco.25189at7399.faa.phy" 32 337
"3175" "busco.25191at7399.faa.phy" 31 226
"3176" "busco.25193at7399.faa.phy" 29 253
"3177" "busco.25197at7399.faa.phy" 29 241
"3178" "busco.25198at7399.faa.phy" 25 268
"3179" "busco.251at7399.faa.phy" 18 3287
"3180" "busco.25200at7399.faa.phy" 21 273
"3181" "busco.25205at7399.faa.phy" 28 440
"3182" "busco.25207at7399.faa.phy" 33 970
"3183" "busco.25216at7399.faa.phy" 33 185
"3184" "busco.25222at7399.faa.phy" 22 254
"3185" "busco.25224at7399.faa.phy" 31 496
"3186" "busco.25236at7399.faa.phy" 28 241
"3187" "busco.25243at7399.faa.phy" 31 648
"3188" "busco.2525at7399.faa.phy" 12 1538
"3189" "busco.25262at7399.faa.phy" 32 204
"3190" "busco.25263at7399.faa.phy" 23 662
"3191" "busco.25265at7399.faa.phy" 27 309
"3192" "busco.25271at7399.faa.phy" 19 214
"3193" "busco.25282at7399.faa.phy" 15 370
"3194" "busco.25283at7399.faa.phy" 34 307
"3195" "busco.25285at7399.faa.phy" 28 579
"3196" "busco.25286at7399.faa.phy" 31 785
"3197" "busco.25287at7399.faa.phy" 28 500
"3198" "busco.2530at7399.faa.phy" 27 1605
"3199" "busco.25310at7399.faa.phy" 34 229
"3200" "busco.25317at7399.faa.phy" 35 238
"3201" "busco.25318at7399.faa.phy" 36 382
"3202" "busco.25320at7399.faa.phy" 35 301
"3203" "busco.25325at7399.faa.phy" 16 232
"3204" "busco.25327at7399.faa.phy" 34 199
"3205" "busco.25337at7399.faa.phy" 29 389
"3206" "busco.25339at7399.faa.phy" 31 549
"3207" "busco.25356at7399.faa.phy" 35 204
"3208" "busco.25358at7399.faa.phy" 14 469
"3209" "busco.25359at7399.faa.phy" 34 233
"3210" "busco.2535at7399.faa.phy" 24 1823
"3211" "busco.25365at7399.faa.phy" 32 1446
"3212" "busco.2536at7399.faa.phy" 13 1473
"3213" "busco.25384at7399.faa.phy" 25 255
"3214" "busco.25385at7399.faa.phy" 14 343
"3215" "busco.25389at7399.faa.phy" 34 686
"3216" "busco.25391at7399.faa.phy" 23 452
"3217" "busco.25407at7399.faa.phy" 16 1163
"3218" "busco.25410at7399.faa.phy" 33 384
"3219" "busco.25413at7399.faa.phy" 30 297
"3220" "busco.25423at7399.faa.phy" 19 632
"3221" "busco.25428at7399.faa.phy" 11 210
"3222" "busco.25434at7399.faa.phy" 30 611
"3223" "busco.25435at7399.faa.phy" 32 274
"3224" "busco.25436at7399.faa.phy" 14 431
"3225" "busco.2543at7399.faa.phy" 34 1131
"3226" "busco.25445at7399.faa.phy" 4 294
"3227" "busco.25453at7399.faa.phy" 27 352
"3228" "busco.25465at7399.faa.phy" 31 528
"3229" "busco.25467at7399.faa.phy" 25 1266
"3230" "busco.25477at7399.faa.phy" 28 335
"3231" "busco.25482at7399.faa.phy" 18 235
"3232" "busco.25483at7399.faa.phy" 31 241
"3233" "busco.2548at7399.faa.phy" 10 2102
"3234" "busco.2549at7399.faa.phy" 30 1191
"3235" "busco.25503at7399.faa.phy" 27 182
"3236" "busco.25505at7399.faa.phy" 30 970
"3237" "busco.25513at7399.faa.phy" 30 697
"3238" "busco.25514at7399.faa.phy" 8 256
"3239" "busco.25515at7399.faa.phy" 28 292
"3240" "busco.25516at7399.faa.phy" 28 284
"3241" "busco.2553at7399.faa.phy" 28 3146
"3242" "busco.2554at7399.faa.phy" 29 981
"3243" "busco.25550at7399.faa.phy" 15 482
"3244" "busco.25556at7399.faa.phy" 28 615
"3245" "busco.25557at7399.faa.phy" 28 277
"3246" "busco.2555at7399.faa.phy" 27 1336
"3247" "busco.25563at7399.faa.phy" 34 334
"3248" "busco.25566at7399.faa.phy" 33 330
"3249" "busco.2556at7399.faa.phy" 20 1150
"3250" "busco.25572at7399.faa.phy" 27 305
"3251" "busco.25574at7399.faa.phy" 11 182
"3252" "busco.25576at7399.faa.phy" 29 539
"3253" "busco.255at7399.faa.phy" 15 5829
"3254" "busco.25603at7399.faa.phy" 31 176
"3255" "busco.25608at7399.faa.phy" 31 261
"3256" "busco.2560at7399.faa.phy" 15 1702
"3257" "busco.25610at7399.faa.phy" 4 262
"3258" "busco.25614at7399.faa.phy" 22 297
"3259" "busco.25616at7399.faa.phy" 31 342
"3260" "busco.25659at7399.faa.phy" 26 633
"3261" "busco.25680at7399.faa.phy" 23 225
"3262" "busco.25681at7399.faa.phy" 26 338
"3263" "busco.25686at7399.faa.phy" 14 477
"3264" "busco.25698at7399.faa.phy" 31 616
"3265" "busco.2569at7399.faa.phy" 19 1265
"3266" "busco.25708at7399.faa.phy" 24 342
"3267" "busco.2570at7399.faa.phy" 3 1507
"3268" "busco.25710at7399.faa.phy" 36 210
"3269" "busco.25713at7399.faa.phy" 21 307
"3270" "busco.25719at7399.faa.phy" 33 330
"3271" "busco.2571at7399.faa.phy" 20 3990
"3272" "busco.25729at7399.faa.phy" 33 274
"3273" "busco.2572at7399.faa.phy" 33 2283
"3274" "busco.25730at7399.faa.phy" 23 1264
"3275" "busco.25735at7399.faa.phy" 19 280
"3276" "busco.2573at7399.faa.phy" 29 1898
"3277" "busco.25743at7399.faa.phy" 25 295
"3278" "busco.25744at7399.faa.phy" 32 387
"3279" "busco.25747at7399.faa.phy" 32 299
"3280" "busco.25748at7399.faa.phy" 30 663
"3281" "busco.2574at7399.faa.phy" 31 1752
"3282" "busco.25751at7399.faa.phy" 8 320
"3283" "busco.25754at7399.faa.phy" 17 403
"3284" "busco.25756at7399.faa.phy" 28 430
"3285" "busco.25760at7399.faa.phy" 34 246
"3286" "busco.25761at7399.faa.phy" 19 162
"3287" "busco.25763at7399.faa.phy" 10 176
"3288" "busco.25765at7399.faa.phy" 28 204
"3289" "busco.25766at7399.faa.phy" 30 473
"3290" "busco.25772at7399.faa.phy" 28 237
"3291" "busco.25777at7399.faa.phy" 26 244
"3292" "busco.25784at7399.faa.phy" 30 352
"3293" "busco.25788at7399.faa.phy" 17 491
"3294" "busco.2578at7399.faa.phy" 31 1581
"3295" "busco.25794at7399.faa.phy" 34 181
"3296" "busco.25797at7399.faa.phy" 22 169
"3297" "busco.25807at7399.faa.phy" 23 223
"3298" "busco.25812at7399.faa.phy" 19 319
"3299" "busco.25813at7399.faa.phy" 21 259
"3300" "busco.25823at7399.faa.phy" 23 710
"3301" "busco.25828at7399.faa.phy" 28 331
"3302" "busco.2582at7399.faa.phy" 33 1841
"3303" "busco.25832at7399.faa.phy" 32 219
"3304" "busco.25835at7399.faa.phy" 34 208
"3305" "busco.25836at7399.faa.phy" 17 186
"3306" "busco.2583at7399.faa.phy" 25 2148
"3307" "busco.25847at7399.faa.phy" 29 437
"3308" "busco.25848at7399.faa.phy" 30 261
"3309" "busco.25866at7399.faa.phy" 22 1149
"3310" "busco.25872at7399.faa.phy" 12 187
"3311" "busco.25874at7399.faa.phy" 20 190
"3312" "busco.25875at7399.faa.phy" 31 232
"3313" "busco.25879at7399.faa.phy" 32 232
"3314" "busco.2587at7399.faa.phy" 25 1287
"3315" "busco.25884at7399.faa.phy" 19 333
"3316" "busco.2588at7399.faa.phy" 31 4733
"3317" "busco.25894at7399.faa.phy" 28 633
"3318" "busco.25901at7399.faa.phy" 21 421
"3319" "busco.25902at7399.faa.phy" 29 265
"3320" "busco.2590at7399.faa.phy" 26 1664
"3321" "busco.25918at7399.faa.phy" 35 166
"3322" "busco.25919at7399.faa.phy" 31 237
"3323" "busco.25920at7399.faa.phy" 31 239
"3324" "busco.25922at7399.faa.phy" 21 503
"3325" "busco.25923at7399.faa.phy" 35 355
"3326" "busco.25930at7399.faa.phy" 31 211
"3327" "busco.25931at7399.faa.phy" 33 192
"3328" "busco.25935at7399.faa.phy" 28 368
"3329" "busco.25938at7399.faa.phy" 33 227
"3330" "busco.25939at7399.faa.phy" 36 230
"3331" "busco.2593at7399.faa.phy" 27 2145
"3332" "busco.25964at7399.faa.phy" 25 679
"3333" "busco.25969at7399.faa.phy" 23 531
"3334" "busco.25984at7399.faa.phy" 32 228
"3335" "busco.25986at7399.faa.phy" 32 195
"3336" "busco.25987at7399.faa.phy" 13 274
"3337" "busco.25988at7399.faa.phy" 34 206
"3338" "busco.25994at7399.faa.phy" 22 295
"3339" "busco.259at7399.faa.phy" 13 3552
"3340" "busco.26010at7399.faa.phy" 31 220
"3341" "busco.26011at7399.faa.phy" 36 252
"3342" "busco.26015at7399.faa.phy" 35 239
"3343" "busco.2601at7399.faa.phy" 18 1336
"3344" "busco.26021at7399.faa.phy" 33 2180
